ID,Date,Location,Police District,Police Station,Police,News,Journalists' Notes,Task Force Detainees of the Philippines,RiseUp for Life and Rights,Balay Rehabilitation Center,CCT-DRK Research,Redemptorist Social Mission,Funeral Parlor,Bishop of Caloocan,Philippine Human Rights Information Center,Commission on Human Rights,Assailant
331,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
332,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
333,Sep-2016,Caloocan,NPD,PS-1,0,1,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Unidentified
334,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
335,Sep-2016,Caloocan,NPD,PS-1,0,1,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
336,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
338,Sep-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,Unidentified
339,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
340,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
341,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
343,Sep-2016,Caloocan,NPD,PS-1,0,0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
345,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Unidentified
354,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
356,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
361,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
362,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
363,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
364,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
365,Sep-2016,Caloocan,NPD,PS-1,0,1,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
366,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Unidentified
367,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
368,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
369,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
370,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,Unidentified
371,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
372,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
373,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
374,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
376,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
377,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
378,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
379,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
380,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
381,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
382,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
383,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
384,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
385,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
386,Sep-2016,Caloocan,NPD,PS-1,1,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
387,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
388,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
389,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
390,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
391,Sep-2016,Caloocan,NPD,PS-1,0,0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
392,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
396,Oct-2016,Caloocan,NPD,PS-1,1,1,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
397,Oct-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
398,Oct-2016,Caloocan,NPD,PS-1,1,1,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
399,Oct-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
400,Oct-2016,Caloocan,NPD,PS-1,1,1,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
401,Oct-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
402,Oct-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
403,Oct-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
404,Oct-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
405,Oct-2016,Caloocan,NPD,PS-1,0,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
406,Oct-2016,Caloocan,NPD,PS-1,1,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
407,Oct-2016,Caloocan,NPD,PS-1,1,0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
408,Oct-2016,Caloocan,NPD,PS-1,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
409,Oct-2016,Caloocan,NPD,PS-1,1,0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
410,Oct-2016,Caloocan,NPD,PS-1,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
411,Oct-2016,Caloocan,NPD,PS-1,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
413,Oct-2016,Caloocan,NPD,PS-1,1,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
414,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Unidentified
415,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
416,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
417,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
418,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
419,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Unidentified
420,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Unidentified
421,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
422,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
423,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
424,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
425,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
426,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
427,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
428,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
429,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
430,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
431,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Unidentified
432,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Unidentified
433,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
434,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
436,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
437,Oct-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
439,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
440,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
441,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
442,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
444,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
445,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
446,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
447,Oct-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
448,Oct-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
449,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
450,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
451,Oct-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
452,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
453,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
454,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Unidentified
455,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
456,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
457,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
458,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
459,Oct-2016,Caloocan,NPD,PS-1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
460,Oct-2016,Caloocan,NPD,PS-1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Unidentified
461,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Unidentified
465,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
471,Oct-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
473,Oct-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Unidentified
474,Oct-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
475,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
476,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
477,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
478,Oct-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
479,Oct-2016,Caloocan,NPD,PS-1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
480,Oct-2016,Caloocan,NPD,PS-1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
484,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
485,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Unidentified
486,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Unidentified
488,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
492,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
493,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
494,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
495,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
496,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
497,Nov-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
498,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
499,Nov-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Unidentified
500,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
501,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
502,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
503,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
504,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
505,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
506,Nov-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
507,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
508,Nov-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Unidentified
509,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
510,Nov-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
511,Nov-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
512,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
513,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
514,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
516,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
517,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
518,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
519,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
520,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
521,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
522,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
523,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
524,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
526,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
527,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
528,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
529,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
532,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
534,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
535,Nov-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
536,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
537,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
538,Nov-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,Unidentified
539,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
540,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
541,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
542,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
543,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
544,Nov-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Unidentified
545,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
546,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
547,Nov-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
548,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
549,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
550,Nov-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
551,Nov-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Unidentified
554,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
555,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
556,Nov-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
558,Nov-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
559,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
560,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
561,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
562,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
563,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Unidentified
564,Dec-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
565,Dec-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
566,Dec-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
569,Dec-2016,Caloocan,NPD,PS-1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
570,Dec-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
571,Dec-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
572,Dec-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
